     JA0093 *7C2019 09 27.06228723 26 34.434-04 33 53.97         23.4 V      W84
     JA0093  7C2019 09 27.06400423 26 34.352-04 33 54.29         23.2 V      W84
     JA0093  7C2019 09 27.06745323 26 34.163-04 33 54.89         23.3 V      W84
     JA0093  7C2019 09 27.07088723 26 34.006-04 33 55.51         23.2 V      W84
     JA0093  7C2019 09 27.07432223 26 33.818-04 33 56.17         23.4 V      W84
     JA0093  7C2019 09 27.07603523 26 33.732-04 33 56.53         23.2 V      W84
     JA0093  7C2019 09 27.07775423 26 33.637-04 33 56.84         23.3 V      W84
     JA0093  7C2019 09 27.07947523 26 33.557-04 33 57.08         23.2 V      W84
     JA0093  7C2019 09 27.08118423 26 33.460-04 33 57.50         23.1 V      W84
     JA0093  7C2019 09 27.08289623 26 33.376-04 33 57.74         22.9 V      W84
     JA0093  7C2019 09 27.08461323 26 33.301-04 33 58.04         23.1 V      W84
     JA0093  7C2019 09 27.08633223 26 33.202-04 33 58.43         23.1 V      W84
     JA0093  7C2019 09 27.08804323 26 33.115-04 33 58.71         23.1 V      W84
     JA0093  7C2019 09 27.08975923 26 33.022-04 33 59.02         23.2 V      W84
     JA0093  7C2019 09 27.09147223 26 32.938-04 33 59.38         23.0 V      W84
     JA0093  7C2019 09 27.09320323 26 32.852-04 33 59.68         23.2 V      W84
     JA0093  7C2019 09 27.09490823 26 32.763-04 33 59.99         23.2 V      W84
     JA0093  7C2019 09 27.09661523 26 32.667-04 34 00.38         23.2 V      W84
     JA0093  7C2019 09 27.09832923 26 32.593-04 34 00.63         23.2 V      W84
     JA0093  7C2019 09 27.10004223 26 32.509-04 34 00.85         23.1 V      W84
     JA0093  7C2019 09 27.10175923 26 32.410-04 34 01.27         23.2 V      W84
     JA0093  7C2019 09 27.10347423 26 32.333-04 34 01.57         23.1 V      W84
     JA0093  7C2019 09 27.10519123 26 32.238-04 34 01.91         23.1 V      W84
     JA0093  7C2019 09 27.10690323 26 32.149-04 34 02.11         23.1 V      W84
     JA0093  7C2019 09 27.11033523 26 31.980-04 34 02.77         23.1 V      W84
     JA0093  7C2019 09 27.11205023 26 31.893-04 34 03.06         23.2 V      W84
     JA0093  7C2019 09 27.11377923 26 31.797-04 34 03.48         23.2 V      W84
     JA0093  7C2019 09 27.11550223 26 31.709-04 34 03.75         23.2 V      W84
     JA0093  7C2019 09 27.11722923 26 31.626-04 34 04.09         23.4 V      W84
     JA0093  7C2019 09 27.12410023 26 31.270-04 34 05.38         23.2 V      W84
     JA0093  7C2019 09 27.12580923 26 31.179-04 34 05.65         23.1 V      W84
     JA0093  7C2019 09 29.17929623 24 49.987-04 40 13.56         23.2 V      W84
     JA0093  7C2019 09 29.18103923 24 49.904-04 40 13.87         23.2 V      W84
     JA0093  7C2019 09 29.18277323 24 49.819-04 40 14.17         23.2 V      W84
     JA0093 * C2019 12 22.18583 06 50 45.91 -23 06 30.4          21.6 Ro     W93
     JA0093   C2019 12 22.23780 06 50 42.85 -23 06 55.7                o     W93
     JA0093   C2019 12 22.29414 06 50 39.57 -23 07 22.7                o     W93
     JA0093   C2019 12 23.19685 06 49 50.06 -23 14 21.0          21.7 Ro     W93
     JA0093   C2019 12 23.23840 06 49 47.58 -23 14 39.5          21.4 Ro     W93
     JA0093   C2019 12 23.28309 06 49 44.91 -23 14 59.1          21.2 Ro     W93
     JA0093   C2019 12 23.33686 06 49 41.72 -23 15 22.1          22.1 Ro     W93


     JA0093   C2019 12 23.33686 06 49 41.72 -23 15 22.1          22.1 Ro     W93
